Sabado,01,SmallFridge,TURN_OFF
Sabado,02,SmallFridge,TURN_OFF
Sabado,02,SmallFridge,TURN_OFF
Sabado,02,SmallFridge,TURN_ON
Sabado,03,SmallFridge,TURN_OFF
Sabado,03,SmallFridge,TURN_ON
Sabado,04,SmallFridge,TURN_OFF
Sabado,04,SmallFridge,TURN_ON
Sabado,04,SmallFridge,TURN_OFF
Sabado,05,SmallFridge,TURN_ON
Sabado,05,AirConditioning,TURN_OFF
Sabado,05,SmallFridge,TURN_ON
Sabado,05,AirConditioning,TURN_OFF
Sabado,07,SmallFridge,TURN_OFF
Sabado,08,SmallFridge,TURN_ON
Sabado,08,SmallFridge,TURN_OFF
Sabado,08,SmallFridge,TURN_ON
Sabado,09,AirConditioning,TURN_ON
Sabado,09,SmallFridge,TURN_OFF
Sabado,09,AirConditioning,TURN_ON
Sabado,09,AirConditioning,TURN_OFF
Sabado,09,AirConditioning,TURN_OFF
Sabado,09,SmallFridge,TURN_ON
Sabado,09,SmallFridge,TURN_OFF
Sabado,09,AirConditioning,TURN_OFF
Sabado,10,SmallFridge,TURN_ON
Sabado,10,AirConditioning,TURN_ON
Sabado,10,AirConditioning,TURN_OFF
Sabado,10,AirConditioning,TURN_OFF
Sabado,10,AirConditioning,TURN_ON
Sabado,10,AirConditioning,TURN_OFF
Sabado,10,AirConditioning,TURN_ON
Sabado,10,AirConditioning,TURN_OFF
Sabado,10,SmallFridge,TURN_ON
Sabado,10,SmallFridge,TURN_OFF
Sabado,10,SmallFridge,TURN_ON
Sabado,10,SmallFridge,TURN_OFF
Sabado,11,Shower,TURN_ON
Sabado,11,Fan,TURN_ON
Sabado,11,Shower,TURN_OFF
Sabado,11,AirConditioning,TURN_ON
Sabado,11,SmallFridge,TURN_ON
Sabado,11,AirConditioning,TURN_OFF
Sabado,11,AirConditioning,TURN_ON
Sabado,11,AirConditioning,TURN_ON
Sabado,11,Shower,TURN_OFF
Sabado,11,Shower,TURN_ON
Sabado,11,Shower,TURN_OFF
Sabado,12,SmallFridge,TURN_ON
Sabado,12,SmallFridge,TURN_OFF
Sabado,13,AirConditioning,TURN_ON
Sabado,14,AirConditioning,TURN_ON
Sabado,14,AirConditioning,TURN_OFF
Sabado,14,AirConditioning,TURN_ON
Sabado,14,AirConditioning,TURN_OFF
Sabado,14,AirConditioning,TURN_ON
Sabado,14,AirConditioning,TURN_OFF
Sabado,14,AirConditioning,TURN_ON
Sabado,14,AirConditioning,TURN_OFF
Sabado,14,AirConditioning,TURN_ON
Sabado,14,AirConditioning,TURN_OFF
Sabado,14,AirConditioning,TURN_ON
Sabado,14,AirConditioning,TURN_OFF
Sabado,14,AirConditioning,TURN_ON
Sabado,14,AirConditioning,TURN_OFF
Sabado,14,AirConditioning,TURN_ON
Sabado,14,AirConditioning,TURN_OFF
Sabado,14,AirConditioning,TURN_ON
Sabado,14,AirConditioning,TURN_OFF
Sabado,14,AirConditioning,TURN_ON
Sabado,14,AirConditioning,TURN_OFF
Sabado,14,AirConditioning,TURN_ON
Sabado,14,AirConditioning,TURN_OFF
Sabado,14,AirConditioning,TURN_ON
Sabado,14,AirConditioning,TURN_OFF
Sabado,14,AirConditioning,TURN_ON
Sabado,14,AirConditioning,TURN_OFF
Sabado,14,AirConditioning,TURN_ON
Sabado,14,AirConditioning,TURN_OFF
Sabado,14,AirConditioning,TURN_ON
Sabado,14,AirConditioning,TURN_OFF
Sabado,14,AirConditioning,TURN_ON
Sabado,14,AirConditioning,TURN_OFF
Sabado,14,AirConditioning,TURN_ON
Sabado,14,AirConditioning,TURN_OFF
Sabado,14,AirConditioning,TURN_ON
Sabado,14,AirConditioning,TURN_OFF
Sabado,14,AirConditioning,TURN_ON
Sabado,14,AirConditioning,TURN_OFF
Sabado,14,AirConditioning,TURN_ON
Sabado,14,AirConditioning,TURN_OFF
Sabado,14,AirConditioning,TURN_ON
Sabado,14,AirConditioning,TURN_OFF
Sabado,14,AirConditioning,TURN_ON
Sabado,14,AirConditioning,TURN_OFF
Sabado,14,AirConditioning,TURN_ON
Sabado,14,AirConditioning,TURN_OFF
Sabado,14,AirConditioning,TURN_ON
Sabado,14,AirConditioning,TURN_OFF
Sabado,14,AirConditioning,TURN_ON
Sabado,14,AirConditioning,TURN_OFF
Sabado,14,AirConditioning,TURN_ON
Sabado,14,AirConditioning,TURN_OFF
Sabado,14,AirConditioning,TURN_ON
Sabado,14,AirConditioning,TURN_OFF
Sabado,14,AirConditioning,TURN_ON
Sabado,14,AirConditioning,TURN_OFF
Sabado,14,AirConditioning,TURN_ON
Sabado,14,AirConditioning,TURN_OFF
Sabado,14,AirConditioning,TURN_ON
Sabado,14,AirConditioning,TURN_OFF
Sabado,14,AirConditioning,TURN_ON
Sabado,14,AirConditioning,TURN_OFF
Sabado,14,AirConditioning,TURN_ON
Sabado,14,AirConditioning,TURN_OFF
Sabado,14,AirConditioning,TURN_ON
Sabado,14,AirConditioning,TURN_OFF
Sabado,14,AirConditioning,TURN_ON
Sabado,14,AirConditioning,TURN_OFF
Sabado,14,AirConditioning,TURN_ON
Sabado,14,AirConditioning,TURN_OFF
Sabado,14,AirConditioning,TURN_ON
Sabado,14,AirConditioning,TURN_OFF
Sabado,14,AirConditioning,TURN_ON
Sabado,14,AirConditioning,TURN_OFF
Sabado,14,AirConditioning,TURN_ON
Sabado,14,AirConditioning,TURN_OFF
Sabado,14,AirConditioning,TURN_ON
Sabado,14,AirConditioning,TURN_OFF
Sabado,14,AirConditioning,TURN_ON
Sabado,14,AirConditioning,TURN_OFF
Sabado,14,AirConditioning,TURN_ON
Sabado,14,AirConditioning,TURN_OFF
Sabado,14,AirConditioning,TURN_ON
Sabado,14,AirConditioning,TURN_OFF
Sabado,14,AirConditioning,TURN_ON
Sabado,14,AirConditioning,TURN_OFF
Sabado,14,AirConditioning,TURN_ON
Sabado,14,AirConditioning,TURN_OFF
Sabado,14,AirConditioning,TURN_ON
Sabado,14,AirConditioning,TURN_OFF
Sabado,14,AirConditioning,TURN_ON
Sabado,14,AirConditioning,TURN_OFF
Sabado,14,AirConditioning,TURN_ON
Sabado,14,AirConditioning,TURN_OFF
Sabado,14,AirConditioning,TURN_ON
Sabado,14,AirConditioning,TURN_OFF
Sabado,14,AirConditioning,TURN_ON
Sabado,14,AirConditioning,TURN_OFF
Sabado,14,AirConditioning,TURN_ON
Sabado,14,AirConditioning,TURN_OFF
Sabado,14,AirConditioning,TURN_ON
Sabado,14,AirConditioning,TURN_OFF
Sabado,14,AirConditioning,TURN_ON
Sabado,14,AirConditioning,TURN_OFF
Sabado,14,AirConditioning,TURN_ON
Sabado,14,AirConditioning,TURN_OFF
Sabado,14,AirConditioning,TURN_ON
Sabado,14,AirConditioning,TURN_OFF
Sabado,14,AirConditioning,TURN_ON
